Data long,Data,Numero1,Numero2,Numero3,Numero4,Numero5,Numero6,NumeroJ,NumeroS
8 February 2007,39121,3,9,33,61,65,85,11,83
6 February 2007,39119,21,35,39,54,62,85,71,52
3 February 2007,39116,3,12,32,43,51,58,13,44
1 February 2007,39114,1,20,21,27,44,75,36,22
30 January 2007,39112,1,23,38,50,60,77,39,57
27 January 2007,39109,10,33,34,44,70,79,80,48
25 January 2007,39107,4,6,26,28,53,64,42,90
23 January 2007,39105,8,10,20,40,80,85,32,66
20 January 2007,39102,18,47,55,64,74,89,23,17
18 January 2007,39100,7,39,45,47,55,80,3,78
16 January 2007,39098,1,11,24,33,36,80,15,3
13 January 2007,39095,11,49,53,65,77,89,33,2
11 January 2007,39093,6,27,59,71,85,90,72,70
9 January 2007,39091,16,39,65,67,83,86,64,10
8 January 2007,39090,3,45,49,53,58,77,48,46
4 January 2007,39086,21,40,76,77,83,84,73,90
2 January 2007,39084,42,47,55,57,61,79,72,65
30 December 2006,39081,2,20,32,51,53,83,47,43
28 December 2006,39079,15,43,45,66,74,87,86,70
27 December 2006,39078,3,11,28,29,68,88,39,90
23 December 2006,39074,8,13,16,17,49,68,15,13
21 December 2006,39072,2,10,30,43,56,83,64,47
19 December 2006,39070,10,19,32,44,56,76,15,50
16 December 2006,39067,14,28,40,52,54,83,25,61
14 December 2006,39065,1,31,48,75,78,81,28,59
12 December 2006,39063,7,17,44,63,64,88,8,56
9 December 2006,39060,21,23,28,48,49,54,65,7
7 December 2006,39058,4,19,31,51,56,57,24,81
5 December 2006,39056,3,12,22,65,77,84,4,27
2 December 2006,39053,25,45,63,71,74,88,90,4
30 November 2006,39051,1,31,51,73,77,88,89,53
28 November 2006,39049,50,51,57,59,64,74,28,14
25 November 2006,39046,1,2,4,44,75,80,33,30
23 November 2006,39044,23,29,42,44,59,82,38,17
21 November 2006,39042,2,3,35,41,48,88,5,1
18 November 2006,39039,36,55,59,81,82,89,20,6
16 November 2006,39037,36,42,46,51,72,84,65,62
14 November 2006,39035,8,12,14,66,76,88,45,69
11 November 2006,39032,22,36,40,44,46,76,30,69
9 November 2006,39030,5,6,28,61,77,87,71,16
7 November 2006,39028,10,27,42,72,75,87,44,49
4 November 2006,39025,14,37,48,50,65,66,87,18
2 November 2006,39023,2,4,5,9,22,75,79,31
31 October 2006,39021,8,19,27,43,51,79,22,15
28 October 2006,39018,15,29,50,57,79,88,84,61
26 October 2006,39016,42,44,45,47,72,79,15,79
24 October 2006,39014,4,25,43,45,71,90,52,85
21 October 2006,39011,4,5,21,26,42,79,84,28
19 October 2006,39009,34,36,44,50,71,80,85,83
17 October 2006,39007,4,18,24,49,66,81,70,80
14 October 2006,39004,12,37,38,42,79,82,60,12
12 October 2006,39002,12,46,52,55,65,90,32,28
10 October 2006,39000,6,13,34,52,63,83,16,10
7 October 2006,38997,15,29,30,68,79,85,26,6
5 October 2006,38995,4,40,60,71,72,90,21,53
3 October 2006,38993,14,24,33,41,53,82,47,35
30 September 2006,38990,3,47,63,66,67,69,56,90
28 September 2006,38988,52,58,61,62,65,69,53,66
26 September 2006,38986,6,9,10,20,60,83,81,16
23 September 2006,38983,8,23,39,52,75,81,65,86
21 September 2006,38981,2,8,27,30,35,87,21,29
19 September 2006,38979,4,6,8,14,21,28,56,7
16 September 2006,38976,14,34,35,37,41,61,31,46
14 September 2006,38974,10,22,27,34,56,85,16,29
12 September 2006,38972,8,22,36,43,76,77,23,88
9 September 2006,38969,7,10,24,31,81,84,4,74
7 September 2006,38967,1,3,29,63,72,85,55,49
5 September 2006,38965,16,21,51,64,65,89,63,42
2 September 2006,38962,26,33,35,45,54,61,10,61
31 August 2006,38960,2,11,17,33,79,87,7,79
29 August 2006,38958,46,49,50,57,68,69,14,90
26 August 2006,38955,3,9,14,55,62,83,79,45
24 August 2006,38953,3,27,29,46,47,61,15,24
22 August 2006,38951,3,8,16,64,72,73,22,61
19 August 2006,38948,6,59,77,81,82,88,61,74
17 August 2006,38946,4,25,30,40,41,62,38,55
16 August 2006,38945,8,25,28,57,71,72,83,66
12 August 2006,38941,45,49,63,67,82,90,72,56
10 August 2006,38939,6,9,42,48,81,87,63,84
8 August 2006,38937,3,4,5,47,55,80,73,71
5 August 2006,38934,5,11,21,49,54,84,66,69
3 August 2006,38932,21,22,25,53,76,85,7,77
1 August 2006,38930,31,37,45,52,74,83,70,19
29 July 2006,38927,18,24,46,47,69,70,82,41
27 July 2006,38925,26,34,68,82,83,87,42,71
25 July 2006,38923,5,35,49,52,65,89,15,55
22 July 2006,38920,12,37,46,54,58,79,90,40
20 July 2006,38918,22,36,65,72,82,86,27,15
18 July 2006,38916,3,27,30,38,43,60,50,13
15 July 2006,38913,16,21,27,43,56,64,19,78
13 July 2006,38911,15,46,47,67,73,90,51,32
11 July 2006,38909,2,12,19,25,31,76,49,14
8 July 2006,38906,4,49,54,73,79,83,29,8
6 July 2006,38904,21,22,34,55,56,74,63,43
4 July 2006,38902,20,45,59,75,84,90,85,20
1 July 2006,38899,5,11,40,45,58,75,66,12
29 June 2006,38897,27,28,56,67,75,86,79,70
27 June 2006,38895,11,29,56,62,68,76,33,33
24 June 2006,38892,5,11,24,26,49,68,13,54
22 June 2006,38890,8,22,36,48,53,55,29,89
20 June 2006,38888,22,26,51,63,64,73,17,37
17 June 2006,38885,2,8,43,48,60,67,74,79
15 June 2006,38883,6,27,39,43,62,84,67,12
13 June 2006,38881,10,13,21,31,48,72,79,9
10 June 2006,38878,9,10,63,73,79,90,2,62
8 June 2006,38876,5,42,51,66,69,74,22,34
6 June 2006,38874,29,31,41,44,64,73,1,46
3 June 2006,38871,20,68,70,71,72,81,90,41
1 June 2006,38869,18,33,51,66,87,90,5,16
30 May 2006,38867,1,16,25,33,54,71,11,29
27 May 2006,38864,5,11,33,51,82,85,19,1
25 May 2006,38862,19,22,44,61,66,75,77,58
23 May 2006,38860,30,36,39,68,71,80,38,78
20 May 2006,38857,5,32,39,50,59,77,71,18
18 May 2006,38855,1,63,67,71,75,79,28,78
16 May 2006,38853,1,4,32,35,36,87,7,20
13 May 2006,38850,11,31,38,50,59,62,7,56
11 May 2006,38848,14,19,20,26,79,82,47,59
9 May 2006,38846,16,23,40,62,79,88,42,89
6 May 2006,38843,19,22,46,49,72,85,14,10
4 May 2006,38841,11,18,37,52,62,77,59,19
2 May 2006,38839,22,42,52,55,62,74,61,74
29 April 2006,38836,12,22,53,54,60,77,28,7
27 April 2006,38834,8,23,30,53,69,78,36,78
26 April 2006,38833,13,18,47,51,60,64,11,36
22 April 2006,38829,16,21,59,70,71,83,90,37
20 April 2006,38827,32,35,44,58,82,90,52,42
18 April 2006,38825,1,4,12,14,66,78,55,75
15 April 2006,38822,10,11,13,37,81,84,3,63
13 April 2006,38820,27,35,41,46,49,86,24,40
11 April 2006,38818,16,19,44,60,76,89,79,49
8 April 2006,38815,16,33,60,61,62,63,77,51
6 April 2006,38813,13,19,60,61,83,90,10,6
4 April 2006,38811,13,25,45,70,78,88,89,55
1 April 2006,38808,15,30,33,37,62,78,55,23
30 March 2006,38806,1,4,14,30,78,82,70,44
28 March 2006,38804,24,25,33,42,57,89,20,68
25 March 2006,38801,16,20,29,31,38,45,25,
23 March 2006,38799,10,41,53,62,65,76,26,
21 March 2006,38797,7,8,10,29,40,52,14,
18 March 2006,38794,41,43,52,59,73,82,87,
16 March 2006,38792,8,10,15,42,48,51,25,
14 March 2006,38790,15,20,32,43,45,54,81,
11 March 2006,38787,26,28,55,61,62,85,81,
9 March 2006,38785,10,12,15,51,66,68,60,
7 March 2006,38783,1,7,22,72,79,82,75,
4 March 2006,38780,17,27,29,31,44,46,51,
2 March 2006,38778,4,35,41,66,77,89,68,
28 February 2006,38776,3,21,63,81,87,89,4,
25 February 2006,38773,3,6,44,60,84,86,53,
23 February 2006,38771,17,26,70,76,82,90,72,
21 February 2006,38769,20,58,65,70,77,86,87,
18 February 2006,38766,34,40,42,64,77,88,48,
16 February 2006,38764,5,6,18,34,42,72,8,
14 February 2006,38762,8,44,47,60,66,77,83,
11 February 2006,38759,1,2,8,30,42,43,45,
9 February 2006,38757,7,33,38,51,53,67,57,
7 February 2006,38755,11,18,27,37,65,72,43,
4 February 2006,38752,13,22,43,50,70,76,14,
2 February 2006,38750,3,22,29,54,75,84,78,
31 January 2006,38748,34,38,53,60,72,88,18,
28 January 2006,38745,25,39,74,76,85,88,58,
26 January 2006,38743,9,47,59,73,79,88,18,
24 January 2006,38741,11,13,27,47,82,84,28,
21 January 2006,38738,7,37,44,45,53,68,57,
19 January 2006,38736,25,55,60,69,77,81,34,
17 January 2006,38734,26,27,31,69,78,85,67,
14 January 2006,38731,30,31,33,44,77,89,51,
12 January 2006,38729,26,30,38,55,69,75,11,
10 January 2006,38727,54,58,72,73,82,86,38,
7 January 2006,38724,43,45,80,81,83,86,77,
5 January 2006,38722,8,27,29,38,64,82,37,
3 January 2006,38720,13,14,22,24,46,81,70,
31 December 2005,38717,57,66,68,70,74,86,87,
29 December 2005,38715,3,4,17,20,23,54,43,
27 December 2005,38713,3,5,51,55,82,83,76,
24 December 2005,38710,26,47,49,66,86,88,44,
22 December 2005,38708,9,46,54,64,69,72,90,
20 December 2005,38706,1,17,31,39,49,71,7,
17 December 2005,38703,20,23,42,70,80,90,39,
15 December 2005,38701,6,26,42,51,60,79,47,
13 December 2005,38699,52,59,63,72,75,87,89,
10 December 2005,38696,20,27,28,46,64,85,68,
9 December 2005,38695,15,23,35,38,69,89,22,
6 December 2005,38692,18,38,43,57,73,88,67,
3 December 2005,38689,24,40,53,60,63,68,56,
1 December 2005,38687,22,30,43,56,69,78,66,
29 November 2005,38685,1,12,21,36,40,84,48,
26 November 2005,38682,23,30,32,41,48,64,78,
24 November 2005,38680,25,28,34,44,57,80,86,
22 November 2005,38678,4,16,31,54,70,87,27,
19 November 2005,38675,12,14,23,36,72,87,89,
17 November 2005,38673,20,26,30,39,40,55,73,
15 November 2005,38671,48,59,65,69,84,90,46,
12 November 2005,38668,11,16,54,56,57,82,41,
10 November 2005,38666,3,15,23,40,51,60,32,
8 November 2005,38664,1,13,14,25,72,86,4,
5 November 2005,38661,13,30,60,67,84,86,78,
3 November 2005,38659,9,13,17,47,63,81,77,
2 November 2005,38658,5,31,57,66,81,85,50,
29 October 2005,38654,3,6,21,24,37,48,13,
27 October 2005,38652,17,42,62,67,77,79,74,
25 October 2005,38650,17,39,48,55,57,85,15,
22 October 2005,38647,24,35,38,61,70,86,58,
20 October 2005,38645,7,48,53,59,70,76,63,
18 October 2005,38643,3,33,63,71,78,79,74,
15 October 2005,38640,13,27,46,68,79,83,32,
13 October 2005,38638,14,20,35,45,48,66,57,
11 October 2005,38636,10,25,35,83,87,90,5,
8 October 2005,38633,15,25,58,61,83,86,77,
6 October 2005,38631,5,11,13,55,66,71,25,
4 October 2005,38629,5,25,44,54,65,70,43,
1 October 2005,38626,44,56,63,71,79,90,88,
29 September 2005,38624,12,23,29,48,52,78,40,
27 September 2005,38622,12,33,49,58,69,75,55,
24 September 2005,38619,4,18,41,52,79,82,39,
22 September 2005,38617,18,28,34,46,66,82,90,
20 September 2005,38615,37,40,70,71,75,80,15,
17 September 2005,38612,13,14,20,22,44,88,1,
15 September 2005,38610,19,36,44,46,51,89,9,
13 September 2005,38608,18,21,24,28,74,77,13,
10 September 2005,38605,20,48,57,65,71,90,39,
8 September 2005,38603,42,64,79,84,87,89,6,
6 September 2005,38601,13,22,31,54,55,87,29,
3 September 2005,38598,3,11,26,36,45,75,1,
1 September 2005,38596,9,12,20,55,69,81,64,
30 August 2005,38594,10,29,53,73,78,83,16,
27 August 2005,38591,11,14,17,35,43,70,54,
25 August 2005,38589,7,15,33,40,51,64,17,
23 August 2005,38587,7,22,33,48,86,87,39,
20 August 2005,38584,24,34,56,72,79,88,18,
18 August 2005,38582,3,15,49,65,70,72,63,
16 August 2005,38580,18,22,28,33,57,71,64,
13 August 2005,38577,7,8,33,39,48,84,23,
11 August 2005,38575,3,49,68,73,76,80,70,
9 August 2005,38573,3,8,13,28,50,61,38,
6 August 2005,38570,1,4,22,24,38,46,61,
4 August 2005,38568,24,37,64,81,84,90,74,
2 August 2005,38566,24,34,64,66,68,72,65,
30 July 2005,38563,25,28,29,54,74,88,2,
28 July 2005,38561,8,18,25,38,41,43,4,
26 July 2005,38559,3,17,43,54,75,79,76,
23 July 2005,38556,41,48,66,81,86,87,50,
21 July 2005,38554,2,7,16,26,34,80,23,
19 July 2005,38552,2,15,39,57,62,73,75,
16 July 2005,38549,8,22,28,36,74,85,79,
14 July 2005,38547,8,14,41,55,83,85,7,
12 July 2005,38545,5,24,28,41,51,73,29,
9 July 2005,38542,2,13,18,51,52,55,64,
7 July 2005,38540,17,21,40,55,64,79,86,
5 July 2005,38538,33,39,49,57,76,80,53,
2 July 2005,38535,1,19,23,50,74,77,18,
30 June 2005,38533,6,27,42,49,82,86,69,
28 June 2005,38531,6,8,49,60,72,74,89,
25 June 2005,38528,4,8,38,60,82,89,88,
23 June 2005,38526,9,24,56,68,80,86,14,
21 June 2005,38524,10,13,45,51,65,88,43,
18 June 2005,38521,7,19,27,54,64,78,86,
15 June 2005,38518,6,57,58,66,76,80,72,
11 June 2005,38514,22,35,36,44,74,75,58,
8 June 2005,38511,6,8,28,29,32,73,59,
4 June 2005,38507,15,18,35,55,64,88,50,
1 June 2005,38504,3,7,11,35,69,85,19,
28 May 2005,38500,2,3,10,15,31,61,37,
25 May 2005,38497,17,19,35,39,40,51,72,
21 May 2005,38493,4,15,25,39,45,79,50,
18 May 2005,38490,5,9,23,40,57,68,66,
14 May 2005,38486,6,16,44,45,89,90,82,
11 May 2005,38483,5,55,68,69,70,76,14,
7 May 2005,38479,6,11,21,30,58,63,5,
4 May 2005,38476,1,29,49,53,56,74,67,
30 April 2005,38472,16,31,53,63,70,81,7,
27 April 2005,38469,13,15,19,21,82,86,87,
23 April 2005,38465,1,32,37,68,81,88,74,
20 April 2005,38462,19,47,56,57,70,71,11,
16 April 2005,38458,5,13,20,32,38,59,7,
13 April 2005,38455,1,52,70,73,83,89,56,
9 April 2005,38451,29,30,61,65,73,81,58,
6 April 2005,38448,28,41,56,75,83,90,44,
2 April 2005,38444,7,24,42,49,54,65,44,
30 March 2005,38441,6,55,61,65,78,89,13,
26 March 2005,38437,42,55,59,61,70,73,41,
23 March 2005,38434,11,32,36,52,63,66,26,
19 March 2005,38430,12,33,40,52,53,85,22,
16 March 2005,38427,4,10,18,53,75,80,85,
12 March 2005,38423,2,8,30,74,76,88,37,
9 March 2005,38420,26,31,50,71,85,87,18,
5 March 2005,38416,19,21,36,55,77,87,51,
2 March 2005,38413,15,31,62,68,72,73,25,
26 February 2005,38409,4,23,28,60,64,65,35,
23 February 2005,38406,8,17,36,37,60,65,13,
19 February 2005,38402,22,26,32,38,42,86,85,
16 February 2005,38399,6,8,18,51,80,89,47,
12 February 2005,38395,13,18,24,50,58,66,64,
9 February 2005,38392,23,35,36,51,59,80,53,
5 February 2005,38388,45,60,67,69,70,87,34,
2 February 2005,38385,28,32,46,49,85,87,52,
29 January 2005,38381,1,16,18,43,47,78,59,
26 January 2005,38378,1,22,24,44,47,79,43,
22 January 2005,38374,15,45,62,63,80,82,44,
19 January 2005,38371,7,43,46,70,77,89,38,
15 January 2005,38367,14,31,34,78,89,90,55,
12 January 2005,38364,2,12,16,20,24,79,83,
8 January 2005,38360,11,25,63,72,76,87,59,
5 January 2005,38357,51,53,63,75,76,87,46,
3 January 2005,38355,10,21,22,43,61,66,47,
29 December 2004,38350,2,24,49,56,76,78,44,
27 December 2004,38348,4,59,68,72,74,87,12,
22 December 2004,38343,14,15,54,77,80,82,55,
18 December 2004,38339,11,23,47,48,80,87,89,
15 December 2004,38336,3,4,15,21,61,67,55,
11 December 2004,38332,8,41,60,70,73,85,55,
9 December 2004,38330,6,8,15,18,33,75,87,
4 December 2004,38325,20,24,38,42,44,79,50,
1 December 2004,38322,3,41,64,65,74,90,80,
27 November 2004,38318,27,35,54,61,83,89,57,
24 November 2004,38315,43,45,46,47,69,90,21,
20 November 2004,38311,29,30,38,54,66,78,80,
17 November 2004,38308,19,21,27,47,59,88,29,
13 November 2004,38304,2,21,33,38,45,46,54,
10 November 2004,38301,15,51,63,79,83,90,64,
6 November 2004,38297,13,18,21,31,41,56,33,
3 November 2004,38294,24,35,39,60,72,75,20,
30 October 2004,38290,4,13,19,30,53,81,42,
27 October 2004,38287,10,14,17,56,65,84,25,
23 October 2004,38283,12,40,51,68,73,77,69,
20 October 2004,38280,13,33,47,48,70,85,7,
16 October 2004,38276,12,14,27,35,73,88,66,
13 October 2004,38273,19,44,57,69,71,87,65,
9 October 2004,38269,7,32,44,47,65,79,48,
6 October 2004,38266,3,11,19,28,52,87,72,
2 October 2004,38262,9,37,41,46,65,79,83,
29 September 2004,38259,2,11,22,25,60,78,74,
25 September 2004,38255,2,49,56,76,86,89,10,
22 September 2004,38252,11,67,72,74,75,77,44,
18 September 2004,38248,2,21,24,27,42,68,63,
15 September 2004,38245,8,36,49,59,70,87,73,
11 September 2004,38241,16,20,43,77,78,84,42,
8 September 2004,38238,41,43,53,65,67,80,77,
4 September 2004,38234,35,37,41,43,51,88,2,
1 September 2004,38231,5,15,66,67,82,84,64,
28 August 2004,38227,18,35,50,57,67,72,16,
25 August 2004,38224,1,27,37,42,53,61,70,
21 August 2004,38220,32,42,55,74,78,88,71,
18 August 2004,38217,4,19,51,57,66,89,78,
14 August 2004,38213,29,40,52,59,71,84,60,
11 August 2004,38210,6,42,43,46,53,70,35,
7 August 2004,38206,8,29,38,53,77,80,27,
4 August 2004,38203,12,17,27,44,72,90,11,
31 July 2004,38199,17,29,63,66,70,89,82,
28 July 2004,38196,2,13,22,53,60,85,16,
24 July 2004,38192,5,17,18,27,33,47,80,
21 July 2004,38189,8,13,31,42,58,88,46,
17 July 2004,38185,29,53,54,72,76,90,20,
14 July 2004,38182,8,18,26,36,41,52,90,
10 July 2004,38178,13,30,47,66,74,81,70,
7 July 2004,38175,14,23,29,44,48,74,73,
3 July 2004,38171,14,18,22,27,39,58,43,
30 June 2004,38168,10,22,34,43,62,68,40,
26 June 2004,38164,18,37,40,45,54,56,57,
23 June 2004,38161,11,15,58,66,74,79,3,
19 June 2004,38157,4,8,11,36,55,83,49,
16 June 2004,38154,20,55,59,73,87,90,40,
12 June 2004,38150,38,44,46,55,67,85,29,
9 June 2004,38147,1,2,26,31,42,64,11,
5 June 2004,38143,29,34,37,55,62,78,24,
3 June 2004,38141,13,16,42,61,63,81,10,
29 May 2004,38136,1,5,16,60,84,86,57,
26 May 2004,38133,26,65,73,76,81,90,13,
22 May 2004,38129,14,33,35,46,50,66,44,
19 May 2004,38126,9,22,36,47,69,85,78,
15 May 2004,38122,14,46,49,60,77,86,33,
12 May 2004,38119,13,14,40,66,79,85,80,
8 May 2004,38115,3,34,62,63,72,73,15,
5 May 2004,38112,2,22,37,46,57,74,63,
3 May 2004,38110,2,7,24,56,82,85,62,
28 April 2004,38105,35,42,60,88,89,90,86,
24 April 2004,38101,7,19,27,51,63,86,62,
21 April 2004,38098,29,61,62,69,80,85,5,
17 April 2004,38094,3,14,50,59,82,84,2,
14 April 2004,38091,24,51,64,69,71,77,63,
10 April 2004,38087,3,9,41,69,74,79,89,
7 April 2004,38084,4,16,17,52,62,67,49,
3 April 2004,38080,6,7,13,35,56,87,48,
31 March 2004,38077,32,40,45,47,56,71,64,
27 March 2004,38073,4,15,39,41,49,68,34,
24 March 2004,38070,24,50,58,69,87,88,3,
20 March 2004,38066,21,41,60,69,71,83,65,
17 March 2004,38063,5,17,53,56,61,83,86,
13 March 2004,38059,4,8,12,44,77,88,71,
10 March 2004,38056,30,52,55,65,71,80,39,
6 March 2004,38052,8,19,25,49,50,54,40,
3 March 2004,38049,12,23,52,69,75,85,43,
28 February 2004,38045,11,29,60,61,82,84,33,
25 February 2004,38042,66,72,76,77,81,85,82,
21 February 2004,38038,4,13,18,58,71,84,3,
18 February 2004,38035,12,20,55,79,81,82,2,
14 February 2004,38031,17,35,41,81,82,86,13,
11 February 2004,38028,12,19,38,43,52,85,33,
7 February 2004,38024,17,24,34,59,72,82,40,
4 February 2004,38021,11,30,51,54,88,90,2,
31 January 2004,38017,4,11,26,53,63,66,8,
28 January 2004,38014,7,41,48,54,72,88,12,
24 January 2004,38010,22,27,48,52,81,83,43,
21 January 2004,38007,3,36,53,64,80,90,4,
17 January 2004,38003,4,6,19,40,60,79,89,
14 January 2004,38000,5,15,59,65,70,82,14,
10 January 2004,37996,15,25,26,32,51,61,63,
7 January 2004,37993,2,33,41,56,62,74,14,
3 January 2004,37989,29,32,36,72,77,82,20,
31 December 2003,37986,3,15,31,36,43,82,57,
27 December 2003,37982,7,19,37,51,53,74,77,
24 December 2003,37979,3,19,33,36,72,84,54,
20 December 2003,37975,3,36,40,42,54,59,64,
17 December 2003,37972,1,3,42,48,73,83,4,
13 December 2003,37968,20,48,50,58,65,78,62,
10 December 2003,37965,6,37,62,73,79,90,48,
6 December 2003,37961,1,2,18,27,43,47,78,
3 December 2003,37958,7,20,29,55,71,81,59,
29 November 2003,37954,38,50,63,65,84,88,26,
26 November 2003,37951,46,66,68,70,78,79,54,
22 November 2003,37947,3,27,54,65,81,83,58,
19 November 2003,37944,2,11,23,31,40,86,29,
15 November 2003,37940,35,54,78,81,86,88,50,
12 November 2003,37937,18,29,32,55,79,82,52,
8 November 2003,37933,7,30,43,52,57,82,75,
5 November 2003,37930,13,14,24,29,73,79,46,
3 November 2003,37928,9,25,37,73,80,81,13,
29 October 2003,37923,2,12,20,52,54,63,69,
25 October 2003,37919,49,54,55,62,66,88,12,
22 October 2003,37916,14,15,64,76,80,86,81,
18 October 2003,37912,1,4,14,41,44,82,30,
15 October 2003,37909,11,26,30,34,43,73,40,
11 October 2003,37905,13,16,25,45,47,55,22,
8 October 2003,37902,1,8,26,41,70,84,2,
4 October 2003,37898,22,62,68,73,75,87,47,
1 October 2003,37895,17,55,66,81,86,89,19,
27 September 2003,37891,17,52,55,65,82,90,85,
24 September 2003,37888,3,26,39,41,56,61,82,
20 September 2003,37884,42,44,51,64,65,77,35,
17 September 2003,37881,25,33,64,67,68,73,58,
13 September 2003,37877,1,18,34,39,48,64,8,
10 September 2003,37874,39,50,51,64,72,81,18,
6 September 2003,37870,16,17,49,50,74,81,19,
3 September 2003,37867,18,45,47,56,77,78,52,
30 August 2003,37863,2,5,36,61,86,88,44,
27 August 2003,37860,1,8,22,28,64,77,21,
23 August 2003,37856,6,42,68,70,75,87,73,
20 August 2003,37853,8,9,10,18,42,63,49,
16 August 2003,37849,35,52,55,61,80,83,36,
13 August 2003,37846,9,11,39,44,49,86,47,
9 August 2003,37842,37,48,55,76,87,90,71,
6 August 2003,37839,8,21,24,42,72,73,51,
2 August 2003,37835,12,41,45,51,66,77,40,
30 July 2003,37832,7,18,46,74,82,90,60,
26 July 2003,37828,3,4,8,28,77,86,68,
23 July 2003,37825,1,10,35,57,67,78,85,
19 July 2003,37821,7,14,27,47,80,87,33,
16 July 2003,37818,15,18,29,37,47,50,22,
12 July 2003,37814,10,11,46,80,83,88,15,
9 July 2003,37811,36,38,39,66,76,83,3,
5 July 2003,37807,50,62,68,70,74,80,22,
2 July 2003,37804,9,13,16,17,34,57,37,
28 June 2003,37800,14,18,34,48,49,74,4,
25 June 2003,37797,1,9,40,59,73,74,70,
21 June 2003,37793,7,19,39,45,48,86,90,
18 June 2003,37790,2,12,26,30,65,74,39,
14 June 2003,37786,6,25,46,59,71,83,61,
11 June 2003,37783,7,32,40,43,47,87,5,
7 June 2003,37779,15,37,38,57,76,87,30,
4 June 2003,37776,17,29,35,45,76,84,51,
31 May 2003,37772,30,44,47,48,53,56,72,
28 May 2003,37769,40,44,62,76,85,90,10,
24 May 2003,37765,12,35,54,58,61,65,60,
21 May 2003,37762,5,28,48,53,75,88,4,
17 May 2003,37758,5,39,61,75,79,90,38,
14 May 2003,37755,16,21,38,44,67,87,28,
10 May 2003,37751,22,38,46,47,77,86,53,
7 May 2003,37748,1,2,4,19,26,89,6,
3 May 2003,37744,2,6,12,17,19,63,50,
30 April 2003,37741,35,38,60,68,74,86,53,
26 April 2003,37737,10,18,26,39,62,68,86,
23 April 2003,37734,11,21,40,66,68,83,89,
19 April 2003,37730,11,26,45,53,69,75,64,
16 April 2003,37727,15,22,37,64,88,90,26,
12 April 2003,37723,4,61,63,79,84,85,3,
9 April 2003,37720,4,14,16,44,76,77,15,
5 April 2003,37716,12,18,47,63,75,81,60,
2 April 2003,37713,27,28,40,63,67,78,83,
29 March 2003,37709,1,31,54,80,81,85,26,
26 March 2003,37706,15,37,43,51,61,89,79,
22 March 2003,37702,32,34,37,49,52,68,71,
19 March 2003,37699,1,17,46,58,67,75,41,
15 March 2003,37695,23,27,43,56,71,75,58,
12 March 2003,37692,5,27,30,58,78,82,68,
8 March 2003,37688,8,27,34,42,83,88,24,
5 March 2003,37685,29,40,57,67,76,79,87,
1 March 2003,37681,8,12,27,72,80,84,19,
26 February 2003,37678,1,41,48,49,84,87,80,
22 February 2003,37674,17,41,45,81,82,88,39,
19 February 2003,37671,12,19,51,61,62,90,1,
15 February 2003,37667,3,9,12,36,71,85,8,
12 February 2003,37664,14,22,24,34,60,85,61,
8 February 2003,37660,3,14,31,32,64,79,50,
5 February 2003,37657,12,18,54,71,80,85,24,
1 February 2003,37653,14,24,40,56,81,90,20,
29 January 2003,37650,5,11,22,27,36,90,84,
25 January 2003,37646,33,37,41,56,65,82,10,
22 January 2003,37643,51,57,58,69,86,89,7,
18 January 2003,37639,50,62,70,75,82,90,74,
15 January 2003,37636,2,46,49,56,82,84,37,
11 January 2003,37632,11,12,27,39,67,90,34,
8 January 2003,37629,5,26,49,50,73,90,65,
4 January 2003,37625,16,17,26,28,37,85,55,
2 January 2003,37623,6,18,34,43,58,80,8,
31 December 2002,37621,24,31,37,45,71,81,72,
28 December 2002,37618,14,17,62,75,76,85,35,
27 December 2002,37617,33,41,49,50,73,87,27,
24 December 2002,37614,1,3,6,42,81,83,87,
21 December 2002,37611,2,27,52,65,70,82,90,
19 December 2002,37609,18,27,49,59,81,88,17,
17 December 2002,37607,5,27,30,31,34,86,87,
14 December 2002,37604,14,35,36,47,58,69,89,
12 December 2002,37602,3,8,21,33,46,86,37,
10 December 2002,37600,22,31,63,76,78,79,58,
7 December 2002,37597,6,17,23,55,56,68,41,
5 December 2002,37595,14,17,21,31,33,69,78,
3 December 2002,37593,4,5,11,26,34,36,72,
30 November 2002,37590,17,34,35,56,65,85,61,
27 November 2002,37587,10,16,20,26,48,56,63,
23 November 2002,37583,14,42,68,69,80,85,54,
20 November 2002,37580,18,26,44,51,63,90,68,
16 November 2002,37576,5,11,23,47,58,60,8,
13 November 2002,37573,5,44,45,53,73,89,41,
9 November 2002,37569,12,34,39,52,61,83,7,
6 November 2002,37566,11,13,25,59,61,87,77,
2 November 2002,37562,1,15,22,33,42,80,53,
30 October 2002,37559,13,15,36,78,82,86,67,
26 October 2002,37555,27,70,73,84,88,90,4,
23 October 2002,37552,40,43,46,57,77,82,47,
19 October 2002,37548,10,21,23,35,55,89,53,
16 October 2002,37545,10,27,37,57,66,78,9,
12 October 2002,37541,1,2,8,12,48,66,28,
9 October 2002,37538,21,22,52,59,65,76,40,
5 October 2002,37534,9,15,25,40,44,71,84,
2 October 2002,37531,14,18,54,63,70,87,74,
28 September 2002,37527,34,56,61,62,70,77,59,
25 September 2002,37524,23,50,54,56,78,83,65,
21 September 2002,37520,1,10,16,51,76,89,49,
18 September 2002,37517,11,18,55,77,81,85,58,
14 September 2002,37513,20,23,30,44,78,88,56,
11 September 2002,37510,16,23,55,83,86,89,9,
